userid,username,email,password,reputation,creation_date,is_admin,total_reviews
user_17414,DmytroBaker,dmytrobaker@ubc.stu.ca,user_17414Default123!,3,2019-11-12T00:00:00,false,1
user_17415,majd-ksa,majd-ksa@ubc.stu.ca,user_17415Default123!,3,2019-10-17T00:00:00,false,1
user_17416,stedantas,stedantas@ubc.stu.ca,user_17416Default123!,3,2019-10-13T00:00:00,false,1
user_17417,amitabh-bhatt24,amitabh-bhatt24@ubc.stu.ca,user_17417Default123!,3,2020-02-16T00:00:00,false,1
user_17418,hugomerckx,hugomerckx@ubc.stu.ca,user_17418Default123!,3,2019-10-04T00:00:00,false,1
user_17419,panzerrat,panzerrat@ubc.stu.ca,user_17419Default123!,3,2019-10-11T00:00:00,false,1
user_17420,mahoneyrmh,mahoneyrmh@ubc.stu.ca,user_17420Default123!,3,2019-10-16T00:00:00,false,1
user_17421,therock_q8,therock_q8@ubc.stu.ca,user_17421Default123!,3,2019-10-11T00:00:00,false,1
user_17422,snowflakeinyourpalm,snowflakeinyourpalm@ubc.stu.ca,user_17422Default123!,3,2019-10-05T00:00:00,false,1
user_17423,sachinkraut,sachinkraut@ubc.stu.ca,user_17423Default123!,3,2019-10-05T00:00:00,false,1
user_17424,sotoelquin,sotoelquin@ubc.stu.ca,user_17424Default123!,3,2020-06-28T00:00:00,false,1
user_17425,moorethomas-51823,moorethomas-51823@ubc.stu.ca,user_17425Default123!,3,2019-10-09T00:00:00,false,1
user_17426,michelle_unique,michelle_unique@ubc.stu.ca,user_17426Default123!,3,2019-10-16T00:00:00,false,1
user_17427,carrierbravo,carrierbravo@ubc.stu.ca,user_17427Default123!,3,2019-10-04T00:00:00,false,1
user_17428,ajohnstoneandson,ajohnstoneandson@ubc.stu.ca,user_17428Default123!,3,2019-10-04T00:00:00,false,1
user_17429,saaddar-22344,saaddar-22344@ubc.stu.ca,user_17429Default123!,3,2022-01-31T00:00:00,false,1
user_17430,raonadia,raonadia@ubc.stu.ca,user_17430Default123!,3,2020-02-03T00:00:00,false,1
user_17431,unoriginalquote,unoriginalquote@ubc.stu.ca,user_17431Default123!,3,2019-10-06T00:00:00,false,1
user_17432,jameslloydcole,jameslloydcole@ubc.stu.ca,user_17432Default123!,3,2021-02-28T00:00:00,false,1
user_17433,ajkbiotech,ajkbiotech@ubc.stu.ca,user_17433Default123!,3,2021-04-09T00:00:00,false,2
user_17434,sheela1979-791-56389,sheela1979-791-56389@ubc.stu.ca,user_17434Default123!,3,2019-11-15T00:00:00,false,1
user_17435,Nordex08,nordex08@ubc.stu.ca,user_17435Default123!,3,2022-06-26T00:00:00,false,2
user_17436,davidink,davidink@ubc.stu.ca,user_17436Default123!,3,2019-12-20T00:00:00,false,1
user_17437,Sarge2020,sarge2020@ubc.stu.ca,user_17437Default123!,3,2020-02-03T00:00:00,false,2
user_17438,jessholmes-89096,jessholmes-89096@ubc.stu.ca,user_17438Default123!,3,2022-02-01T00:00:00,false,1
user_17439,sirinalkan-543-832245,sirinalkan-543-832245@ubc.stu.ca,user_17439Default123!,3,2019-10-15T00:00:00,false,1
user_17440,sam-baig73,sam-baig73@ubc.stu.ca,user_17440Default123!,3,2019-10-06T00:00:00,false,1
user_17441,jeffbaker-47627,jeffbaker-47627@ubc.stu.ca,user_17441Default123!,3,2019-12-31T00:00:00,false,1
user_17442,age_of_mortals08,age_of_mortals08@ubc.stu.ca,user_17442Default123!,3,2019-11-17T00:00:00,false,1
user_17443,inquiringminds,inquiringminds@ubc.stu.ca,user_17443Default123!,3,2019-10-05T00:00:00,false,1
user_17444,sef0181,sef0181@ubc.stu.ca,user_17444Default123!,3,2020-01-31T00:00:00,false,1
user_17445,okko,okko@ubc.stu.ca,user_17445Default123!,3,2019-10-06T00:00:00,false,1
user_17446,samanthad-27246,samanthad-27246@ubc.stu.ca,user_17446Default123!,3,2020-01-12T00:00:00,false,1
user_17447,omidthegreat,omidthegreat@ubc.stu.ca,user_17447Default123!,3,2019-12-02T00:00:00,false,1
user_17448,Mechamensh,mechamensh@ubc.stu.ca,user_17448Default123!,3,2020-07-04T00:00:00,false,1
user_17449,sgc-39080,sgc-39080@ubc.stu.ca,user_17449Default123!,3,2019-10-11T00:00:00,false,1
user_17450,saileshstha-77905,saileshstha-77905@ubc.stu.ca,user_17450Default123!,3,2019-12-11T00:00:00,false,1
user_17451,eino90,eino90@ubc.stu.ca,user_17451Default123!,3,2019-10-02T00:00:00,false,1
user_17452,dezzadk,dezzadk@ubc.stu.ca,user_17452Default123!,3,2020-02-12T00:00:00,false,1
user_17453,minjaandjelkovic,minjaandjelkovic@ubc.stu.ca,user_17453Default123!,3,2019-10-21T00:00:00,false,1
user_17454,debbie-mittleman,debbie-mittleman@ubc.stu.ca,user_17454Default123!,3,2020-01-10T00:00:00,false,1
user_17455,guilindos-37326,guilindos-37326@ubc.stu.ca,user_17455Default123!,3,2020-01-08T00:00:00,false,1
user_17456,coultersydney,coultersydney@ubc.stu.ca,user_17456Default123!,3,2019-11-15T00:00:00,false,1
user_17457,Herdand,herdand@ubc.stu.ca,user_17457Default123!,3,2019-10-06T00:00:00,false,1
user_17458,suruk-04505,suruk-04505@ubc.stu.ca,user_17458Default123!,3,2019-10-12T00:00:00,false,1
user_17459,mardalsfossen01,mardalsfossen01@ubc.stu.ca,user_17459Default123!,3,2021-08-16T00:00:00,false,3
user_17460,cavidpost,cavidpost@ubc.stu.ca,user_17460Default123!,3,2019-10-02T00:00:00,false,2
user_17461,eliekhairallah,eliekhairallah@ubc.stu.ca,user_17461Default123!,3,2020-01-23T00:00:00,false,1
user_17462,mntxskate,mntxskate@ubc.stu.ca,user_17462Default123!,3,2019-10-09T00:00:00,false,1
user_17463,barillascarlos,barillascarlos@ubc.stu.ca,user_17463Default123!,3,2020-01-04T00:00:00,false,1
user_17464,judwllccks,judwllccks@ubc.stu.ca,user_17464Default123!,3,2019-11-02T00:00:00,false,1
user_17465,marioseleme,marioseleme@ubc.stu.ca,user_17465Default123!,3,2019-10-08T00:00:00,false,1
user_17466,fastpuppy,fastpuppy@ubc.stu.ca,user_17466Default123!,3,2021-08-21T00:00:00,false,1
user_17467,theindustry,theindustry@ubc.stu.ca,user_17467Default123!,3,2019-10-09T00:00:00,false,2
user_17468,saroony1999,saroony1999@ubc.stu.ca,user_17468Default123!,3,2019-10-08T00:00:00,false,1
user_17469,abdallah_auday,abdallah_auday@ubc.stu.ca,user_17469Default123!,3,2019-10-17T00:00:00,false,1
user_17470,southcoastboilers,southcoastboilers@ubc.stu.ca,user_17470Default123!,3,2020-05-22T00:00:00,false,1
user_17471,quaseprovisorio,quaseprovisorio@ubc.stu.ca,user_17471Default123!,3,2020-06-10T00:00:00,false,1
user_17472,sayanbanerjee-21008,sayanbanerjee-21008@ubc.stu.ca,user_17472Default123!,3,2020-05-13T00:00:00,false,1
user_17473,bwstover,bwstover@ubc.stu.ca,user_17473Default123!,3,2020-07-09T00:00:00,false,1
user_17474,troybadoo,troybadoo@ubc.stu.ca,user_17474Default123!,3,2019-11-11T00:00:00,false,1
user_17475,adriancampos-95424,adriancampos-95424@ubc.stu.ca,user_17475Default123!,3,2020-07-12T00:00:00,false,1
user_17476,svehartung,svehartung@ubc.stu.ca,user_17476Default123!,3,2019-12-22T00:00:00,false,1
user_17477,wilkinsonncl,wilkinsonncl@ubc.stu.ca,user_17477Default123!,3,2019-10-05T00:00:00,false,1
user_17478,Pinouchipop,pinouchipop@ubc.stu.ca,user_17478Default123!,3,2020-05-24T00:00:00,false,1
user_17479,lostasylumstudio,lostasylumstudio@ubc.stu.ca,user_17479Default123!,3,2019-12-22T00:00:00,false,1
user_17480,samculff,samculff@ubc.stu.ca,user_17480Default123!,3,2019-10-10T00:00:00,false,1
user_17481,anuraggoswami-22227,anuraggoswami-22227@ubc.stu.ca,user_17481Default123!,3,2019-12-27T00:00:00,false,1
user_17482,TuesdayThe17th,tuesdaythe17th@ubc.stu.ca,user_17482Default123!,3,2020-01-08T00:00:00,false,1
user_17483,tsetseflysteve-70648,tsetseflysteve-70648@ubc.stu.ca,user_17483Default123!,3,2019-12-27T00:00:00,false,1
user_17484,vladimir-quiros,vladimir-quiros@ubc.stu.ca,user_17484Default123!,3,2019-10-12T00:00:00,false,1
user_17485,pantickatarina,pantickatarina@ubc.stu.ca,user_17485Default123!,3,2019-10-07T00:00:00,false,1
user_17486,csm-78119,csm-78119@ubc.stu.ca,user_17486Default123!,3,2020-08-16T00:00:00,false,2
user_17487,mipas1,mipas1@ubc.stu.ca,user_17487Default123!,3,2019-10-07T00:00:00,false,1
user_17488,bakjulka,bakjulka@ubc.stu.ca,user_17488Default123!,3,2021-01-30T00:00:00,false,1
user_17489,mark-32664,mark-32664@ubc.stu.ca,user_17489Default123!,3,2019-12-28T00:00:00,false,1
user_17490,jordan2240,jordan2240@ubc.stu.ca,user_17490Default123!,3,2019-10-10T00:00:00,false,1
user_17491,truecall,truecall@ubc.stu.ca,user_17491Default123!,3,2019-11-19T00:00:00,false,1
user_17492,wfriesman,wfriesman@ubc.stu.ca,user_17492Default123!,3,2019-11-10T00:00:00,false,1
user_17493,samchriste,samchriste@ubc.stu.ca,user_17493Default123!,3,2019-09-30T00:00:00,false,1
user_17494,barnulf,barnulf@ubc.stu.ca,user_17494Default123!,3,2019-10-05T00:00:00,false,1
user_17495,rickyrue22,rickyrue22@ubc.stu.ca,user_17495Default123!,3,2020-09-18T00:00:00,false,1
user_17496,barghouthi,barghouthi@ubc.stu.ca,user_17496Default123!,3,2019-10-10T00:00:00,false,1
user_17497,vabilconcei,vabilconcei@ubc.stu.ca,user_17497Default123!,3,2020-07-30T00:00:00,false,1
user_17498,traviswritchie,traviswritchie@ubc.stu.ca,user_17498Default123!,3,2019-10-26T00:00:00,false,2
user_17499,gadgettech,gadgettech@ubc.stu.ca,user_17499Default123!,3,2020-02-01T00:00:00,false,1
user_17500,hall_philip,hall_philip@ubc.stu.ca,user_17500Default123!,3,2019-10-07T00:00:00,false,1
user_17501,ericpitcher-15519,ericpitcher-15519@ubc.stu.ca,user_17501Default123!,3,2019-10-19T00:00:00,false,1
user_17502,malloryem,malloryem@ubc.stu.ca,user_17502Default123!,3,2019-12-20T00:00:00,false,1
user_17503,ankit-imsnoida,ankit-imsnoida@ubc.stu.ca,user_17503Default123!,3,2019-10-03T00:00:00,false,1
user_17504,j57j,j57j@ubc.stu.ca,user_17504Default123!,3,2020-01-02T00:00:00,false,1
user_17505,djhoschman,djhoschman@ubc.stu.ca,user_17505Default123!,3,2019-11-13T00:00:00,false,1
user_17506,alal-73330,alal-73330@ubc.stu.ca,user_17506Default123!,3,2019-10-11T00:00:00,false,1
user_17507,oksygin,oksygin@ubc.stu.ca,user_17507Default123!,3,2019-10-27T00:00:00,false,1
user_17508,kosy-62100,kosy-62100@ubc.stu.ca,user_17508Default123!,3,2019-11-30T00:00:00,false,1
user_17509,mpisces5648,mpisces5648@ubc.stu.ca,user_17509Default123!,3,2019-10-04T00:00:00,false,1
user_17510,ivko,ivko@ubc.stu.ca,user_17510Default123!,3,2020-01-25T00:00:00,false,1
user_17511,chris_hale2000,chris_hale2000@ubc.stu.ca,user_17511Default123!,3,2019-10-05T00:00:00,false,2
user_17512,bparker-85703,bparker-85703@ubc.stu.ca,user_17512Default123!,3,2020-07-25T00:00:00,false,1
user_17513,Andreas_13,andreas_13@ubc.stu.ca,user_17513Default123!,3,2019-10-03T00:00:00,false,1
user_17514,amiller003,amiller003@ubc.stu.ca,user_17514Default123!,3,2019-10-05T00:00:00,false,1
user_17515,candyqveen,candyqveen@ubc.stu.ca,user_17515Default123!,3,2020-02-10T00:00:00,false,1
user_17516,demowil,demowil@ubc.stu.ca,user_17516Default123!,3,2019-10-18T00:00:00,false,1
user_17517,drew-pressedweb,drew-pressedweb@ubc.stu.ca,user_17517Default123!,3,2019-10-13T00:00:00,false,1
user_17518,shawshankplotchange,shawshankplotchange@ubc.stu.ca,user_17518Default123!,3,2019-10-12T00:00:00,false,1
user_17519,dchipoco,dchipoco@ubc.stu.ca,user_17519Default123!,3,2020-01-14T00:00:00,false,1
user_17520,shameless519,shameless519@ubc.stu.ca,user_17520Default123!,3,2019-10-08T00:00:00,false,1
user_17521,tuncerirem,tuncerirem@ubc.stu.ca,user_17521Default123!,3,2019-10-10T00:00:00,false,1
user_17522,atfy,atfy@ubc.stu.ca,user_17522Default123!,3,2021-01-09T00:00:00,false,1
user_17523,TheMysteriousReviewer,themysteriousreviewer@ubc.stu.ca,user_17523Default123!,3,2021-08-15T00:00:00,false,2
user_17524,benk2005,benk2005@ubc.stu.ca,user_17524Default123!,3,2019-10-06T00:00:00,false,1
user_17525,umuttengiz,umuttengiz@ubc.stu.ca,user_17525Default123!,3,2019-10-07T00:00:00,false,2
user_17526,sarimranova,sarimranova@ubc.stu.ca,user_17526Default123!,3,2019-10-09T00:00:00,false,1
user_17527,aaazzziiizzz,aaazzziiizzz@ubc.stu.ca,user_17527Default123!,3,2021-05-18T00:00:00,false,1
user_17528,rachelface,rachelface@ubc.stu.ca,user_17528Default123!,3,2019-10-10T00:00:00,false,1
user_17529,shabbir-ahmad1994,shabbir-ahmad1994@ubc.stu.ca,user_17529Default123!,3,2019-10-22T00:00:00,false,1
user_17530,flumswack,flumswack@ubc.stu.ca,user_17530Default123!,3,2019-10-27T00:00:00,false,1
user_17531,mike-60462,mike-60462@ubc.stu.ca,user_17531Default123!,3,2019-10-27T00:00:00,false,1
user_17532,aksinha-37332,aksinha-37332@ubc.stu.ca,user_17532Default123!,3,2019-10-27T00:00:00,false,1
user_17533,iliofotoska,iliofotoska@ubc.stu.ca,user_17533Default123!,3,2019-10-04T00:00:00,false,1
user_17534,marcusschenk,marcusschenk@ubc.stu.ca,user_17534Default123!,3,2019-10-11T00:00:00,false,1
user_17535,jadenironman,jadenironman@ubc.stu.ca,user_17535Default123!,3,2019-10-06T00:00:00,false,1
user_17536,hugoankarcrona-37390,hugoankarcrona-37390@ubc.stu.ca,user_17536Default123!,3,2019-11-26T00:00:00,false,1
user_17537,mccallanicholas,mccallanicholas@ubc.stu.ca,user_17537Default123!,3,2019-10-21T00:00:00,false,1
user_17538,stevkam,stevkam@ubc.stu.ca,user_17538Default123!,3,2019-10-06T00:00:00,false,1
user_17539,kayladube,kayladube@ubc.stu.ca,user_17539Default123!,3,2019-10-23T00:00:00,false,1
user_17540,RealityCheck22,realitycheck22@ubc.stu.ca,user_17540Default123!,3,2021-04-05T00:00:00,false,1
user_17541,mattymo66,mattymo66@ubc.stu.ca,user_17541Default123!,3,2020-05-19T00:00:00,false,1
user_17542,jeluce,jeluce@ubc.stu.ca,user_17542Default123!,3,2019-10-10T00:00:00,false,1
user_17543,johnc2141,johnc2141@ubc.stu.ca,user_17543Default123!,3,2019-10-16T00:00:00,false,1
user_17544,Valentina_Didini,valentina_didini@ubc.stu.ca,user_17544Default123!,3,2019-11-03T00:00:00,false,1
user_17545,manjeetshrivastav,manjeetshrivastav@ubc.stu.ca,user_17545Default123!,3,2019-12-30T00:00:00,false,1
user_17546,brittainydebel,brittainydebel@ubc.stu.ca,user_17546Default123!,3,2019-10-06T00:00:00,false,1
user_17547,pence_sam,pence_sam@ubc.stu.ca,user_17547Default123!,3,2020-01-19T00:00:00,false,1
user_17548,ralucamehedintu,ralucamehedintu@ubc.stu.ca,user_17548Default123!,3,2019-10-17T00:00:00,false,1
user_17549,schappe1,schappe1@ubc.stu.ca,user_17549Default123!,3,2019-10-24T00:00:00,false,1
user_17550,fcruzgalea,fcruzgalea@ubc.stu.ca,user_17550Default123!,3,2019-10-04T00:00:00,false,1
user_17551,canozerpirireis,canozerpirireis@ubc.stu.ca,user_17551Default123!,3,2019-10-05T00:00:00,false,1
user_17552,motomadi,motomadi@ubc.stu.ca,user_17552Default123!,3,2019-10-13T00:00:00,false,1
user_17553,ikbenmandyscheffer,ikbenmandyscheffer@ubc.stu.ca,user_17553Default123!,3,2019-11-06T00:00:00,false,1
user_17554,yourfriendrahul,yourfriendrahul@ubc.stu.ca,user_17554Default123!,3,2020-02-13T00:00:00,false,1
user_17555,Roflcopter84,roflcopter84@ubc.stu.ca,user_17555Default123!,3,2020-11-20T00:00:00,false,1
user_17556,SadDevilExperience,saddevilexperience@ubc.stu.ca,user_17556Default123!,3,2020-04-28T00:00:00,false,1
user_17557,dmoralexxx,dmoralexxx@ubc.stu.ca,user_17557Default123!,3,2021-01-16T00:00:00,false,1
user_17558,shourovchakma,shourovchakma@ubc.stu.ca,user_17558Default123!,3,2019-12-11T00:00:00,false,1
user_17559,jessicaleahan,jessicaleahan@ubc.stu.ca,user_17559Default123!,3,2021-03-06T00:00:00,false,1
user_17560,vinnybellucci,vinnybellucci@ubc.stu.ca,user_17560Default123!,3,2019-11-06T00:00:00,false,1
user_17561,span-82449,span-82449@ubc.stu.ca,user_17561Default123!,3,2019-10-05T00:00:00,false,1
user_17562,yiannisrou-39872,yiannisrou-39872@ubc.stu.ca,user_17562Default123!,3,2019-11-09T00:00:00,false,1
user_17563,arlopeznieto,arlopeznieto@ubc.stu.ca,user_17563Default123!,3,2019-10-03T00:00:00,false,1
user_17564,example123456789,example123456789@ubc.stu.ca,user_17564Default123!,3,2020-07-11T00:00:00,false,1
user_17565,mgmnak,mgmnak@ubc.stu.ca,user_17565Default123!,3,2019-09-26T00:00:00,false,1
user_17566,whats_shaken_22,whats_shaken_22@ubc.stu.ca,user_17566Default123!,3,2019-10-07T00:00:00,false,1
user_17567,ilkt-23603,ilkt-23603@ubc.stu.ca,user_17567Default123!,3,2019-10-06T00:00:00,false,1
user_17568,TheFeveredPitch,thefeveredpitch@ubc.stu.ca,user_17568Default123!,3,2019-10-10T00:00:00,false,1
user_17569,robsandford-01542,robsandford-01542@ubc.stu.ca,user_17569Default123!,3,2019-10-08T00:00:00,false,1
user_17570,agftun,agftun@ubc.stu.ca,user_17570Default123!,3,2019-10-12T00:00:00,false,1
user_17571,hswater,hswater@ubc.stu.ca,user_17571Default123!,3,2019-10-06T00:00:00,false,1
user_17572,theyashl,theyashl@ubc.stu.ca,user_17572Default123!,3,2019-10-18T00:00:00,false,1
user_17573,garfy-80203,garfy-80203@ubc.stu.ca,user_17573Default123!,3,2019-10-22T00:00:00,false,1
user_17574,jcurtis-27126,jcurtis-27126@ubc.stu.ca,user_17574Default123!,3,2020-02-13T00:00:00,false,1
user_17575,ayoung33,ayoung33@ubc.stu.ca,user_17575Default123!,3,2019-10-09T00:00:00,false,1
user_17576,whoop-70951,whoop-70951@ubc.stu.ca,user_17576Default123!,3,2020-01-12T00:00:00,false,1
user_17577,jordanwinkler-84881,jordanwinkler-84881@ubc.stu.ca,user_17577Default123!,3,2019-10-17T00:00:00,false,1
user_17578,nhl-fan,nhl-fan@ubc.stu.ca,user_17578Default123!,3,2019-10-06T00:00:00,false,1
user_17579,christopherbradbury,christopherbradbury@ubc.stu.ca,user_17579Default123!,3,2019-11-16T00:00:00,false,1
user_17580,Cutekumarveena,cutekumarveena@ubc.stu.ca,user_17580Default123!,3,2020-06-02T00:00:00,false,1
user_17581,kruijtrobert,kruijtrobert@ubc.stu.ca,user_17581Default123!,3,2019-10-20T00:00:00,false,1
user_17582,karenleung081231,karenleung081231@ubc.stu.ca,user_17582Default123!,3,2019-10-07T00:00:00,false,1
user_17583,amirkzaml,amirkzaml@ubc.stu.ca,user_17583Default123!,3,2020-02-12T00:00:00,false,1
user_17584,toutaelhajj,toutaelhajj@ubc.stu.ca,user_17584Default123!,3,2020-03-20T00:00:00,false,1
user_17585,hussainxalaradi,hussainxalaradi@ubc.stu.ca,user_17585Default123!,3,2019-10-06T00:00:00,false,1
user_17586,aidenjgray,aidenjgray@ubc.stu.ca,user_17586Default123!,3,2019-10-04T00:00:00,false,1
user_17587,nicholaslacorte,nicholaslacorte@ubc.stu.ca,user_17587Default123!,3,2019-10-10T00:00:00,false,1
user_17588,hamdanameen,hamdanameen@ubc.stu.ca,user_17588Default123!,3,2019-11-22T00:00:00,false,1
user_17589,rawahnassraldeen,rawahnassraldeen@ubc.stu.ca,user_17589Default123!,3,2020-02-09T00:00:00,false,1
user_17590,lbenidze,lbenidze@ubc.stu.ca,user_17590Default123!,3,2019-09-02T00:00:00,false,1
user_17591,allstarjustin,allstarjustin@ubc.stu.ca,user_17591Default123!,3,2019-10-04T00:00:00,false,1
user_17592,msmq-82502,msmq-82502@ubc.stu.ca,user_17592Default123!,3,2019-12-28T00:00:00,false,1
user_17593,alexscott-35299,alexscott-35299@ubc.stu.ca,user_17593Default123!,3,2021-06-01T00:00:00,false,1
user_17594,shivendrasharma,shivendrasharma@ubc.stu.ca,user_17594Default123!,3,2019-10-06T00:00:00,false,1
user_17595,Copeland231,copeland231@ubc.stu.ca,user_17595Default123!,3,2019-10-07T00:00:00,false,1
user_17596,hlynn-56392,hlynn-56392@ubc.stu.ca,user_17596Default123!,3,2019-11-02T00:00:00,false,1
user_17597,jdtropic,jdtropic@ubc.stu.ca,user_17597Default123!,3,2020-03-19T00:00:00,false,1
user_17598,narutouzumake-38165,narutouzumake-38165@ubc.stu.ca,user_17598Default123!,3,2019-10-04T00:00:00,false,1
user_17599,slmn-114-251365,slmn-114-251365@ubc.stu.ca,user_17599Default123!,3,2019-10-15T00:00:00,false,1
user_17600,IAmTheShyGuy,iamtheshyguy@ubc.stu.ca,user_17600Default123!,3,2019-10-04T00:00:00,false,1
user_17601,thesimplecritic,thesimplecritic@ubc.stu.ca,user_17601Default123!,3,2019-10-03T00:00:00,false,1
user_17602,kathleeneverett,kathleeneverett@ubc.stu.ca,user_17602Default123!,3,2019-10-13T00:00:00,false,1
user_17603,mitidariush,mitidariush@ubc.stu.ca,user_17603Default123!,3,2019-11-29T00:00:00,false,1
user_17604,tprinsloo-99801,tprinsloo-99801@ubc.stu.ca,user_17604Default123!,3,2019-10-11T00:00:00,false,1
user_17605,bornakowski,bornakowski@ubc.stu.ca,user_17605Default123!,3,2020-01-27T00:00:00,false,1
user_17606,robert-johnson1,robert-johnson1@ubc.stu.ca,user_17606Default123!,3,2019-10-08T00:00:00,false,1
user_17607,uptheshitpipe,uptheshitpipe@ubc.stu.ca,user_17607Default123!,3,2019-10-08T00:00:00,false,1
user_17608,bock_g,bock_g@ubc.stu.ca,user_17608Default123!,3,2019-10-05T00:00:00,false,1
user_17609,sammatthews-04428,sammatthews-04428@ubc.stu.ca,user_17609Default123!,3,2019-10-04T00:00:00,false,1
user_17610,DIEU_ET_MAITRE,dieu_et_maitre@ubc.stu.ca,user_17610Default123!,3,2021-01-28T00:00:00,false,1
user_17611,sunnybhatia,sunnybhatia@ubc.stu.ca,user_17611Default123!,3,2019-10-06T00:00:00,false,1
user_17612,NarayanTripathi,narayantripathi@ubc.stu.ca,user_17612Default123!,3,2020-06-28T00:00:00,false,1
user_17613,mattfogarty-90291,mattfogarty-90291@ubc.stu.ca,user_17613Default123!,3,2019-10-23T00:00:00,false,1
user_17614,ichigossplash,ichigossplash@ubc.stu.ca,user_17614Default123!,3,2019-10-22T00:00:00,false,1
user_17615,sagutterfactory,sagutterfactory@ubc.stu.ca,user_17615Default123!,3,2019-11-15T00:00:00,false,1
user_17616,irfanahmad-21049,irfanahmad-21049@ubc.stu.ca,user_17616Default123!,3,2019-10-08T00:00:00,false,1
user_17617,tom-hanson1-851-871606,tom-hanson1-851-871606@ubc.stu.ca,user_17617Default123!,3,2019-10-12T00:00:00,false,1
user_17618,chupektomas,chupektomas@ubc.stu.ca,user_17618Default123!,3,2020-04-19T00:00:00,false,1
user_17619,starman-wa,starman-wa@ubc.stu.ca,user_17619Default123!,3,2020-08-26T00:00:00,false,1
user_17620,ahenze85,ahenze85@ubc.stu.ca,user_17620Default123!,3,2019-10-15T00:00:00,false,1
user_17621,jonathon-64078,jonathon-64078@ubc.stu.ca,user_17621Default123!,3,2019-11-13T00:00:00,false,1
user_17622,sakram-06454,sakram-06454@ubc.stu.ca,user_17622Default123!,3,2019-10-09T00:00:00,false,1
user_17623,Accolyptus,accolyptus@ubc.stu.ca,user_17623Default123!,3,2019-10-04T00:00:00,false,1
user_17624,btoews,btoews@ubc.stu.ca,user_17624Default123!,3,2019-10-09T00:00:00,false,1
user_17625,nguyennamsinger,nguyennamsinger@ubc.stu.ca,user_17625Default123!,3,2019-10-14T00:00:00,false,1
user_17626,JordsMeintjes,jordsmeintjes@ubc.stu.ca,user_17626Default123!,3,2019-10-05T00:00:00,false,1
user_17627,anguslf,anguslf@ubc.stu.ca,user_17627Default123!,3,2019-11-10T00:00:00,false,1
user_17628,gardnernrg,gardnernrg@ubc.stu.ca,user_17628Default123!,3,2020-05-22T00:00:00,false,1
user_17629,helsiing,helsiing@ubc.stu.ca,user_17629Default123!,3,2019-10-22T00:00:00,false,1
user_17630,jackdupuy,jackdupuy@ubc.stu.ca,user_17630Default123!,3,2019-12-08T00:00:00,false,1
user_17631,augusthickox,augusthickox@ubc.stu.ca,user_17631Default123!,3,2021-04-28T00:00:00,false,1
user_17632,nhlgothic,nhlgothic@ubc.stu.ca,user_17632Default123!,3,2019-12-17T00:00:00,false,1
user_17633,tobtalbotty-40893,tobtalbotty-40893@ubc.stu.ca,user_17633Default123!,3,2019-10-13T00:00:00,false,1
user_17634,julioprotopap,julioprotopap@ubc.stu.ca,user_17634Default123!,3,2019-11-14T00:00:00,false,1
user_17635,ernestsavesxmas,ernestsavesxmas@ubc.stu.ca,user_17635Default123!,3,2019-12-14T00:00:00,false,1
user_17636,smohsentawfik,smohsentawfik@ubc.stu.ca,user_17636Default123!,3,2019-10-10T00:00:00,false,1
user_17637,alexandravadnais,alexandravadnais@ubc.stu.ca,user_17637Default123!,3,2019-12-18T00:00:00,false,1
user_17638,jdbaker-55122,jdbaker-55122@ubc.stu.ca,user_17638Default123!,3,2019-10-08T00:00:00,false,1
user_17639,vishaldungdung,vishaldungdung@ubc.stu.ca,user_17639Default123!,3,2019-10-26T00:00:00,false,1
user_17640,gabriela_martinez-48641,gabriela_martinez-48641@ubc.stu.ca,user_17640Default123!,3,2019-10-15T00:00:00,false,1
user_17641,elenamichalaki,elenamichalaki@ubc.stu.ca,user_17641Default123!,3,2020-07-02T00:00:00,false,2
user_17642,moathad-53953,moathad-53953@ubc.stu.ca,user_17642Default123!,4,2019-10-07T00:00:00,false,5
user_17643,levinesart,levinesart@ubc.stu.ca,user_17643Default123!,3,2019-11-08T00:00:00,false,1
user_17644,AgustinCesaratti,agustincesaratti@ubc.stu.ca,user_17644Default123!,3,2019-10-03T00:00:00,false,2
user_17645,hazzyishfaq,hazzyishfaq@ubc.stu.ca,user_17645Default123!,3,2019-10-04T00:00:00,false,1
user_17646,dhrupadvarambally,dhrupadvarambally@ubc.stu.ca,user_17646Default123!,3,2020-10-03T00:00:00,false,1
user_17647,robertomedem,robertomedem@ubc.stu.ca,user_17647Default123!,3,2020-03-20T00:00:00,false,1
user_17648,silvern-92847,silvern-92847@ubc.stu.ca,user_17648Default123!,3,2020-06-02T00:00:00,false,1
user_17649,holland-james1,holland-james1@ubc.stu.ca,user_17649Default123!,3,2019-10-17T00:00:00,false,1
user_17650,dewakkhatri,dewakkhatri@ubc.stu.ca,user_17650Default123!,3,2019-10-05T00:00:00,false,3
user_17651,kitty_cat-51686,kitty_cat-51686@ubc.stu.ca,user_17651Default123!,3,2019-11-19T00:00:00,false,1
user_17652,Pouyanrz,pouyanrz@ubc.stu.ca,user_17652Default123!,3,2019-11-13T00:00:00,false,1
user_17653,gavin-goodack,gavin-goodack@ubc.stu.ca,user_17653Default123!,3,2020-01-19T00:00:00,false,1
user_17654,alexhogendorp,alexhogendorp@ubc.stu.ca,user_17654Default123!,3,2019-10-13T00:00:00,false,1
